"","X","COSMIC_ID","sample_name","sample_id","model_id","model_name","patient_id","BROAD_ID","CCLE_ID","tissue_descriptor_1","tissue_descriptor_2","tissue_descriptor","tissue","tissue_status","sample_site","cancer_type","cancer_type_passports","gender","ethnicity","age_at_sampling","family_history_of_cancer","smoking_status","alcohol_exposure_intensity","alcohol_consumption_per_week","history_diabetes","diabetes_treatment","colorectal_cancer_risk_factors","GDSC_1000","whole_exome_seq","cna","gene_expression","methylation","drug_response"
"263",932,753545,"CP50-MEL-B","SIDS00632","SIDM00175","CP50-MEL-B","SIDP00561","ACH-002096","CP50MELB_SKIN","skin","melanoma","skin","Skin","Unknown","Unknown","SKCM","Melanoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"264",933,753546,"CP66-MEL","SIDS00633","SIDM00190","CP66-MEL","SIDP00562","ACH-002097","CP66MEL_SKIN","skin","melanoma","skin","Skin","Unknown","Unknown","SKCM","Melanoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"265",957,753579,"LB2518-MEL","SIDS00638","SIDM00185","LB2518-MEL","SIDP00567","ACH-002152","LB2518MEL_SKIN","skin","melanoma","skin","Skin","Unknown","Unknown","SKCM","Melanoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"266",958,753581,"LB373-MEL-D","SIDS00639","SIDM00184","LB373-MEL-D","SIDP00568","ACH-002153","LB373MELD_SKIN","skin","melanoma","skin","Skin","Unknown","Unknown","SKCM","Melanoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"267",968,753596,"MZ7-mel","SIDS00887","SIDM00516","MZ7-mel","SIDP00791","ACH-002166","MZ7MEL_SKIN","skin","melanoma","skin","Skin","Unknown","Unknown","SKCM","Melanoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"268",1007,905954,"SK-MEL-28","SIDS00856","SIDM00081","SK-MEL-28","SIDP00763","ACH-000615","SKMEL28_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Male","Unknown",51,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"269",1025,905974,"LOXIMVI","SIDS00827","SIDM00149","LOXIMVI","SIDP00739","ACH-000750","LOXIMVI_SKIN","skin","melanoma","skin","Skin","Metastasis","Unknown","SKCM","Melanoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"270",1026,905975,"M14","SIDS00780","SIDM00003","M14","SIDP00698","ACH-002159","M14_SKIN","skin","melanoma","skin","Skin","Unknown","Unknown","SKCM","Melanoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"271",1027,905976,"UACC-62","SIDS00869","SIDM00107","UACC-62","SIDP00774","ACH-000425","UACC62_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"272",1028,905977,"UACC-257","SIDS00868","SIDM00108","UACC-257","SIDP00773","ACH-000579","UACC257_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"273",1062,906813,"COLO-800","SIDS00888","SIDM00515","COLO-800","SIDP00792","ACH-000401","COLO800_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Male","Unknown",14,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"274",1065,906818,"COLO-679","SIDS00655","SIDM00284","COLO-679","SIDP00584","ACH-000805","COLO679_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Female","Unknown",47,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"275",1074,906830,"C32","SIDS00088","SIDM00890","C32","SIDP00071","ACH-000580","C32_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Male","White",53,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"276",1100,906865,"G-361","SIDS00122","SIDM00857","G-361","SIDP00098","ACH-000572","G361_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Male","White",31,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"277",1142,907172,"IST-MEL1","SIDS00598","SIDM00225","IST-MEL1","SIDP00528","ACH-002143","ISTMEL1_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Male","White",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"278",1196,908124,"MEL-HO","SIDS01104","SIDM00337","MEL-HO","SIDP00993","ACH-000450","MELHO_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"279",1197,908125,"MEL-JUSO","SIDS01105","SIDM00336","MEL-JUSO","SIDP00994","ACH-000881","MELJUSO_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Female","Unknown",58,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"280",1276,909713,"SH-4","SIDS00355","SIDM01079","SH-4","SIDP00300","ACH-000441","SH4_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Female","White",60,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"281",1287,909726,"SK-MEL-30","SIDS01160","SIDM00392","SK-MEL-30","SIDP01046","ACH-000810","SKMEL30_SKIN","skin","melanoma","skin","Skin","Metastasis","Unknown","SKCM","Melanoma","Male","White",67,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"282",1288,909727,"SK-MEL-31","SIDS00368","SIDM01104","SK-MEL-31","SIDP00313","ACH-000640","SKMEL31_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"283",1321,909784,"WM-115","SIDS00427","SIDM01000","WM-115","SIDP00368","ACH-000304","WM115_SKIN","skin","melanoma","skin","Skin","Tumour","Unknown","SKCM","Melanoma","Female","Unknown",55,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"284",1364,910853,"CHL-1","SIDS00102","SIDM01228","CHL-1","SIDP00084","ACH-001024","CHL1_SKIN","skin","melanoma","skin","Skin","Metastasis","Unknown","SKCM","Melanoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"285",1471,971777,"MZ2-MEL","SIDS00644","SIDM00179","MZ2-MEL","SIDP00573","ACH-002165","MZ2MEL_SKIN","skin","melanoma","skin","Skin","Unknown","Unknown","SKCM","Melanoma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"286",1124,907058,"HMV-II","SIDS00670","SIDM00291","HMV-II","SIDP00598","ACH-002040","HMVII_SKIN","skin","melanoma","skin","Skin","Tumour","Vagina","SKCM","Melanoma","Female","East Asian",65,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"287",1097,906862,"EVSA-T","SIDS00513","SIDM01042","EVSA-T","SIDP00449","ACH-001065","EVSAT_BREAST","breast","breast","breast","Breast","Metastasis","Ascites","BRCA","Breast Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"288",1325,909907,"ZR-75-30","SIDS00436","SIDM00971","ZR-75-30","SIDP00373","ACH-000828","ZR7530_BREAST","breast","breast","breast","Breast","Metastasis","Ascites","BRCA","Breast Carcinoma","Female","Black",47,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"289",1193,908121,"MDA-MB-361","SIDS00913","SIDM00528","MDA-MB-361","SIDP00816","ACH-000934","MDAMB361_BREAST","breast","breast","breast","Breast","Metastasis","Brain","BRCA","Breast Carcinoma","Female","White",40,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"290",918,749711,"HCC1187","SIDS00131","SIDM00885","HCC1187","SIDP00106","ACH-000111","HCC1187_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland","BRCA","Breast Carcinoma","Female","White",41,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"291",922,749715,"HCC2157","SIDS00148","SIDM00774","HCC2157","SIDP00117","ACH-000691","HCC2157_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland","BRCA","Breast Carcinoma","Female","Black",48,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"292",1056,906801,"BT-20","SIDS00085","SIDM00893","BT-20","SIDP00068","ACH-000536","BT20_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland","BRCA","Breast Carcinoma","Female","White",74,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"293",1115,907045,"HCC1419","SIDS00135","SIDM00882","HCC1419","SIDP00108","ACH-000277","HCC1419_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland","BRCA","Breast Carcinoma","Female","Other",42,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"294",1116,907046,"HCC1569","SIDS00139","SIDM00878","HCC1569","SIDP00111","ACH-000930","HCC1569_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland","BRCA","Breast Carcinoma","Female","Black",70,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"295",1216,908151,"MRK-nu-1","SIDS01016","SIDM00562","MRK-nu-1","SIDP00910","ACH-002163","MRKNU1_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland","BRCA","Breast Carcinoma","Female","Unknown",46,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"296",1318,909778,"UACC-893","SIDS00419","SIDM01186","UACC-893","SIDP00361","ACH-000554","UACC893_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland","BRCA","Breast Carcinoma","Female","White",57,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"297",1373,910910,"UACC-812","SIDS00418","SIDM01187","UACC-812","SIDP00360","ACH-000568","UACC812_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland","BRCA","Breast Carcinoma","Female","Unknown",43,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"298",1456,949093,"BT-483","SIDS00086","SIDM00892","BT-483","SIDP00069","ACH-000818","BT483_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland","BRCA","Breast Carcinoma","Female","White",23,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"299",653,1290906,"HCC202","SIDS00147","SIDM00870","HCC202","SIDP00116","ACH-000725","HCC202_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","White",82,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"300",725,1303900,"HCC1500","SIDS00138","SIDM00879","HCC1500","SIDP00110","ACH-000349","HCC1500_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","Black",32,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"301",916,749709,"HCC1954","SIDS00145","SIDM00872","HCC1954","SIDP00115","ACH-000859","HCC1954_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","South Asian",61,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"302",917,749710,"HCC1143","SIDS00129","SIDM00866","HCC1143","SIDP00105","ACH-000374","HCC1143_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","White",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"303",919,749712,"HCC1395","SIDS00133","SIDM00884","HCC1395","SIDP00107","ACH-000699","HCC1395_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","White",43,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"304",920,749713,"HCC1599","SIDS00140","SIDM00877","HCC1599","SIDP00112","ACH-000196","HCC1599_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","White",44,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"305",921,749714,"HCC1937","SIDS00143","SIDM00874","HCC1937","SIDP00114","ACH-000223","HCC1937_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","White",23,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"306",923,749716,"HCC2218","SIDS00150","SIDM00772","HCC2218","SIDP00118","ACH-000755","HCC2218_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","White",38,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"307",924,749717,"HCC38","SIDS00152","SIDM00675","HCC38","SIDP00119","ACH-000276","HCC38_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","White",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"308",1118,907048,"HCC70","SIDS00154","SIDM00673","HCC70","SIDP00120","ACH-000668","HCC70_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland/duct","BRCA","Breast Carcinoma","Female","Black",49,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"309",1194,908122,"MDA-MB-453","SIDS00686","SIDM00272","MDA-MB-453","SIDP00613","ACH-000910","MDAMB453_BREAST","breast","breast","breast","Breast","Metastasis","Pericardial Effusion","BRCA","Breast Carcinoma","Female","White",48,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"310",1061,906812,"COLO-824","SIDS00490","SIDM00954","COLO-824","SIDP00427","ACH-001820","COLO824_BREAST","breast","breast","breast","Breast","Metastasis","Peripheral Fluid","BRCA","Breast Carcinoma","Female","Unknown",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"311",587,1240172,"MDA-MB-436","SIDS00198","SIDM00629","MDA-MB-436","SIDP00161","ACH-000573","MDAMB436_BREAST","breast","breast","breast","Breast","Metastasis","Pleural effusion","BRCA","Breast Carcinoma","Female","White",43,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"312",652,1290905,"HCC1428","SIDS00136","SIDM00881","HCC1428","SIDP00109","ACH-000352","HCC1428_BREAST","breast","breast","breast","Breast","Metastasis","Pleural effusion","BRCA","Breast Carcinoma","Female","White",49,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"313",676,1298157,"JIMT-1","SIDS00537","SIDM01037","JIMT-1","SIDP00472","ACH-000711","JIMT1_BREAST","breast","breast","breast","Breast","Metastasis","Pleural effusion","BRCA","Breast Carcinoma","Female","Unknown",62,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"314",742,1330941,"MDA-MB-330","SIDS00196","SIDM00631","MDA-MB-330","SIDP00159","ACH-001358","MDAMB330_BREAST","breast","breast","breast","Breast","Metastasis","Pleural effusion","BRCA","Breast Carcinoma","Female","White",43,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"315",1192,908120,"MDA-MB-175-VII","SIDS00194","SIDM00633","MDA-MB-175-VII","SIDP00157","ACH-000759","MDAMB175VII_BREAST","breast","breast","breast","Breast","Metastasis","Pleural effusion","BRCA","Breast Carcinoma","Female","Black",56,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","N","N","Y"
"316",1195,908123,"MDA-MB-468","SIDS00199","SIDM00628","MDA-MB-468","SIDP00162","ACH-000849","MDAMB468_BREAST","breast","breast","breast","Breast","Metastasis","Pleural effusion","BRCA","Breast Carcinoma","Female","Black",51,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"317",1397,910948,"MFM-223","SIDS01109","SIDM00332","MFM-223","SIDP00998","ACH-001819","MFM223_BREAST","breast","breast","breast","Breast","Metastasis","Pleural effusion","BRCA","Breast Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"318",1415,924240,"MDA-MB-415","SIDS00197","SIDM00630","MDA-MB-415","SIDP00160","ACH-000876","MDAMB415_BREAST","breast","breast","breast","Breast","Metastasis","Pleural effusion","BRCA","Breast Carcinoma","Female","White",38,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"319",1420,925338,"MDA-MB-157","SIDS00912","SIDM00529","MDA-MB-157","SIDP00815","ACH-000621","MDAMB157_BREAST","breast","breast","breast","Breast","Metastasis","Pleural effusion","BRCA","Breast Carcinoma","Female","Black",44,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"320",642,1290798,"EFM-192A","SIDS00502","SIDM01002","EFM-192A","SIDP00439","ACH-000117","EFM192A_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","White",46,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"321",998,905945,"T47D","SIDS00862","SIDM00097","T47D","SIDP00769","ACH-000147","T47D_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","Unknown",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"322",999,905946,"MCF7","SIDS00828","SIDM00148","MCF7","SIDP00740","ACH-000019","MCF7_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","White",69,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"323",1013,905960,"MDA-MB-231","SIDS00830","SIDM00146","MDA-MB-231","SIDP00741","ACH-000768","MDAMB231_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","White",51,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"324",1071,906826,"CAL-120","SIDS00467","SIDM00940","CAL-120","SIDP00404","ACH-000212","CAL120_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","Unknown",43,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"325",1092,906851,"EFM-19","SIDS00501","SIDM01056","EFM-19","SIDP00438","ACH-000330","EFM19_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","White",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"326",1258,909256,"OCUB-M","SIDS00697","SIDM00241","OCUB-M","SIDP00623","ACH-002179","OCUBM_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","East Asian",53,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"327",1354,910704,"AU565","SIDS00080","SIDM00898","AU565","SIDP00064","ACH-000248","AU565_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","White",43,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"328",1384,910927,"CAL-51","SIDS00474","SIDM00933","CAL-51","SIDP00411","ACH-000856","CAL51_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","Unknown",45,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"329",1405,924106,"CAL-148","SIDS00469","SIDM00938","CAL-148","SIDP00406","ACH-000902","CAL148_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","Unknown",58,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"330",1452,946382,"CAMA-1","SIDS00097","SIDM00920","CAMA-1","SIDP00079","ACH-000783","CAMA1_BREAST","breast","breast","breast","Breast","Metastasis","Pleural Effusion","BRCA","Breast Carcinoma","Female","White",51,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"331",656,1290922,"HDQ-P1","SIDS00531","SIDM01062","HDQ-P1","SIDP00466","ACH-000643","HDQP1_BREAST","breast","breast","breast","Breast","Tumour","Unknown","BRCA","Breast Carcinoma","Female","Unknown",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"332",1004,905951,"BT-549","SIDS00815","SIDM00122","BT-549","SIDP00728","ACH-000288","BT549_BREAST","breast","breast","breast","Breast","Tumour","Unknown","BRCA","Breast Carcinoma","Female","White",72,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"333",1010,905957,"Hs-578-T","SIDS00822","SIDM00135","Hs-578-T","SIDP00735","ACH-000148","HS578T_BREAST","breast","breast","breast","Breast","Tumour","Unknown","BRCA","Breast Carcinoma","Female","White",74,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"334",1086,906844,"DU-4475","SIDS00500","SIDM01001","DU-4475","SIDP00437","ACH-000258","DU4475_BREAST","breast","breast","breast","Breast","Metastasis","Unknown","BRCA","Breast Carcinoma","Female","Unknown",62,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"335",1363,910852,"CAL-85-1","SIDS00479","SIDM00928","CAL-85-1","SIDP00416","ACH-000857","CAL851_BREAST","breast","breast","breast","Breast","Tumour","Unknown","BRCA","Breast Carcinoma","Female","Unknown",35,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"336",1441,946359,"BT-474","SIDS00463","SIDM00963","BT-474","SIDP00400","ACH-000927","BT474_BREAST","breast","breast","breast","Breast","Tumour","Unknown","BRCA","Breast Carcinoma","Female","Unknown",60,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"337",1223,908445,"NCI-SNU-5","SIDS00328","SIDM01144","SNU-5","SIDP00275","ACH-000303","SNU5_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Ascites","STAD","Gastric Carcinoma","Female","East Asian",33,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"338",1224,908446,"NCI-SNU-16","SIDS00327","SIDM01145","SNU-16","SIDP00274","ACH-000581","SNU16_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Ascites","STAD","Gastric Carcinoma","Female","East Asian",33,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"339",1231,908455,"NUGC-3","SIDS01026","SIDM00572","NUGC-3","SIDP00920","ACH-000911","NUGC3_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Brachial Muscle","STAD","Gastric Carcinoma","Male","Unknown",72,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"340",799,1503364,"SK-GT-2","SIDS01159","SIDM00393","SK-GT-2","SIDP01045","ACH-001653","SKGT2_STOMACH","digestive_system","stomach","digestive_system","Stomach","Tumour","gastric fundus","STAD","Gastric Carcinoma","Male","Other",72,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"341",568,1240151,"Hs746T","SIDS00162","SIDM00665","Hs-746T","SIDP00128","ACH-000616","HS746T_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Left leg","STAD","Gastric Carcinoma","Male","White",74,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"342",1422,925340,"MKN45","SIDS00691","SIDM00247","MKN45","SIDP00617","ACH-000356","MKN45_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","liver","STAD","Gastric Carcinoma","Female","East Asian",62,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"343",1206,908139,"MKN28","SIDS00689","SIDM00260","MKN28","SIDP00616","ACH-002161","MKN28_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Liver","STAD","Gastric Carcinoma","Male","East Asian",37,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"344",1235,908461,"NCI-N87","SIDS00325","SIDM01147","NCI-N87","SIDP00272","ACH-000427","NCIN87_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Liver","STAD","Gastric Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"345",1121,907055,"HGC-27","SIDS00669","SIDM00290","HGC-27","SIDP00597","ACH-000847","HGC27_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Lymph Node","STAD","Gastric Carcinoma","Unknown","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"346",1315,909770,"TGBC11TKB","SIDS00707","SIDM00251","TGBC11TKB","SIDP00632","ACH-000949","TGBC11TKB_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Lymph Node","STAD","Gastric Carcinoma","Female","East Asian",72,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
